Source,Filter,Obs_number,Detected Name,Date obs,RA,DEC,Error_circle (arcsec),Position_source,nH,Mag_raw,Mag_err,Upper_limit,zp_offset,SExtractor_Flag,Astrometric_err,An_extinction,An_extinction_err,Mag_corr,Mag_err_corr,Flux (erg/s/cm2),Flux_err,F_NIR_upplim,Distance (kpc),D_errup,D_errlow,Distance_source,L_NIR,L_NIR_errup,L_NIR_errlow,L_NIR_upplim,Xray_Flux (erg/s/cm2),Xray_errup,Xray_errlow,Xray_upplim,Xray_Flux_source,L_X,L_X_errup,L_X_errlow,L_X_upplim,Comments
XTE_J1637-498,H,3694,S,2014-05-10,16 37 2.66 ,-49 51 40.0,0.16,"Curran+2011, EFOSC2/NTT",7.36E+21,13.735894,0.0074312347,,-0.4197052215,3,0.2126221516,0.7195530726,0.0120595487,13.43604652,0.0146752539,4.95E-12,3.39E-14,,8,,,,,,,,,,,,,,,,,Small systematic magnitude offset but seems fixed with calibration
XTE_J1637-498,Ks,3703,S,2014-05-10,16 37 2.66 ,-49 51 40.0,0.16,"Curran+2011, EFOSC2/NTT",7.36E+21,13.616517,0.0061454345,,-0.08818684327,3,0.2829191941,0.4605139665,0.00771811117,13.24419032,0.01036527364,3.82E-12,2.16E-14,,8,,,,,,,,,,,,,,,,,Small astrometric offset
4U_1626-67,Ks,1036,S,2018-06-19,16 32 16.7,-67 27 40.3,1,"Watson+2008, XMMN",9.60E+20,18.491129,0.061269343,,-0.01652955061,0,0.05515766069,0.06006703911,0.001006710153,18.44759097,0.06148720374,3.17E-14,1.79E-15,,9,4,4,Chakrabarty 1998,,,,,3.69E-10,2.40E-12,2.40E-12,,Build swift XRT products,,,,,"Correct position was hard to find, but in the end I used this position and I think it gives the correct source based on finder chart in this article. "
4U_1626-67,H,1041,S,2018-06-19,16 32 16.7,-67 27 40.3,1,"Watson+2008, XMMN",9.60E+20,18.58377,0.035732053,,-0.04051843528,0,0.105098883,0.0938547486,0.001572984613,18.53043381,0.03597138723,4.54E-14,1.49E-15,,9,4,4,Chakrabarty 1998,,,,,3.69E-10,2.40E-12,2.40E-12,,Build swift XRT products,,,,,"Correct position was hard to find, but in the end I used this position and I think it gives the correct source based on finder chart in this article. "
4U_1626-67,J,1046,S,2018-06-19,16 32 16.7,-67 27 40.3,1,"Watson+2008, XMMN",9.60E+20,18.773262,0.028630024,,-0.03052820317,0,0.09760200779,0.1512402235,0.002534752349,18.65255082,0.02888601079,5.52E-14,1.46E-15,,9,4,4,Chakrabarty 1998,,,,,3.69E-10,2.40E-12,2.40E-12,,Build swift XRT products,,,,,"Correct position was hard to find, but in the end I used this position and I think it gives the correct source based on finder chart in this article. "
Swift_J1357.2-0933,Ks,0051,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85E+20,18.432451,0.13484804,,-0.001368286192,0,0.4629060234,0.01783240223,0.0002988670766,18.41598641,0.1355453854,3.26E-14,4.05E-15,,4.3,2,2,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",,,,,3.20E-15,1.10E-15,7.00E-16,,Armas Padilla+2014,,,,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
Swift_J1357.2-0933,Ks,0080,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85E+20,18.425894,0.26172763,,-0.1177298765,0,0.4708121587,0.01783240223,0.0002988670766,18.52579057,0.2628508796,2.95E-14,7.10E-15,,4.3,2,2,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",,,,,3.20E-15,1.10E-15,7.00E-16,,Armas Padilla+2014,,,,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
Swift_J1357.2-0933,Ks,0085,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85E+20,18.097456,0.040253397,,-0.04129563419,0,0.3315738072,0.01783240223,0.0002988670766,18.12091958,0.04116262538,4.28E-14,1.59E-15,,4.3,2,2,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",,,,,3.20E-15,1.10E-15,7.00E-16,,Armas Padilla+2014,,,,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
Swift_J1357.2-0933,H,0096,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85E+20,18.5618,0.028427843,,-0.005204427086,0,0.3088045211,0.02786312849,0.0004669798071,18.53914203,0.03188534827,4.50E-14,1.18E-15,,4.3,2,2,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",,,,,3.20E-15,1.10E-15,7.00E-16,,Armas Padilla+2014,,,,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
Swift_J1357.2-0933,J,0488,S,2013-06-18,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85E+20,19.675623,0.1280753,,-0.05105094704,0,0.4014769557,0.04489944134,0.0007525046035,19.68177368,0.1283591066,2.14E-14,2.52E-15,,4.3,2,2,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",,,,,3.20E-15,1.10E-15,7.00E-16,,Armas Padilla+2014,,,,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
Swift_J1357.2-0933,Ks,0514,S,2013-06-18,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85E+20,18.06599,0.028959798,,-0.03978332185,0,0.3472877223,0.01783240223,0.0002988670766,18.08794152,0.03412304309,4.41E-14,1.18E-15,,4.3,2,2,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",,,,,3.20E-15,1.10E-15,7.00E-16,,Armas Padilla+2014,,,,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
2E_17467-3225,Ks,0779,S,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01E+21,16.75866,0.109421596,,-0.1678241116,0,0.1978076442,0.3134748603,0.005253768609,16.61300829,0.109667323,1.72E-13,1.73E-14,,8,,,,,,,,3.98E-11,6.00E-12,6.00E-12,,Wilson+2003,,,,,Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset
2E_17467-3225,Ks,0784,S,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01E+21,17.113762,0.09440003,,-0.06337206003,0,0.2528504266,0.3134748603,0.005253768609,16.8636587,0.09469782574,1.36E-13,1.18E-14,,8,,,,,,,,3.98E-11,6.00E-12,6.00E-12,,Wilson+2003,,,,,Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset
2E_17467-3225,H,0789,,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01E+21,,,17.33864478,-0.1909734844,,0.1545469211,0.4898044693,0.008209013452,,,,,,8,,,,,,,,3.98E-11,6.00E-12,6.00E-12,,Wilson+2003,,,,,Maybe can use psf because there is something like a source visible. Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset
4U_1915-05,H,1220,S,2018-06-19,19 18 47.871 ,-05 14 17.09,0.6,"Iaria+2006, Chandra",2.34E+21,19.485819,0.07621386,,-0.0148021154,3,0.2020794146,0.2287709497,0.003834149995,19.27185085,0.07644122589,2.29E-14,1.61E-15,,8.9,1.3,1.3,Galloway+2008,,,,,5.93E-10,5.00E-12,4.00E-12,,Build swift XRT products,,,,,
4U_1915-05,J,1225,S,2018-06-19,19 18 47.871 ,-05 14 17.09,0.6,"Iaria+2006, Chandra",2.34E+21,19.588903,0.05935695,,-0.03488622097,3,0.1021670563,0.3686480447,0.00617845885,19.25514079,0.05972768939,3.17E-14,1.73E-15,,8.9,1.3,1.3,Galloway+2008,,,,,5.93E-10,5.00E-12,4.00E-12,,Build swift XRT products,,,,,
RXS_J180408.9-342058,H,0804,S,2013-06-18,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94E+21,19.503082,0.20254214,,-0.04281412768,1,0.3361121749,0.1896648045,0.00317873974,19.35623173,0.2025890609,2.12E-14,3.95E-15,,5.8,,,Chenevez+2012,,,,,1.30E-13,1.00E-14,1.00E-14,,Parikh+2018,,,,,Small astrometric offset
RXS_J180408.9-342058,Ks,0814,S,2013-06-18,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94E+21,18.62325,0.18475345,,-0.07580345107,3,0.3011480258,0.1213854749,0.002034393433,18.57766734,0.1847922998,2.81E-14,4.78E-15,,5.8,,,Chenevez+2012,,,,,1.30E-13,1.00E-14,1.00E-14,,Parikh+2018,,,,,Small astrometric offset
RXS_J180408.9-342058,Ks,1160,S,2018-06-19,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94E+21,19.378094,0.21016692,,-0.06862028175,1,0.307716876,0.1213854749,0.002034393433,19.32532893,0.2102186646,1.41E-14,2.73E-15,,5.8,,,Chenevez+2012,,,,,1.30E-13,1.00E-14,1.00E-14,,Parikh+2018,,,,,"Small astrometric offset, little bit blended perhaps"
RXS_J180408.9-342058,H,1165,,2018-06-19,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94E+21,,,19.41325573,-0.06179437058,,0.2182411499,0.1896648045,0.00317873974,,,,,,5.8,,,Chenevez+2012,,,,,1.30E-13,1.00E-14,1.00E-14,,Parikh+2018,,,,,
MAXI_J0556-332,H,2800,S,2014-05-07,05 56 46.3,-33 10 26.3,0.5,"Coriat+2011, ACTA",2.65E+20,19.272583,0.06301315,,-0.04212800133,0,0.2656927252,0.02590782123,0.0004342092943,19.2888028,0.06528845491,2.26E-14,1.31E-15,,46,15,15,Homan+2014,,,,,3.00E-14,2.00E-14,2.00E-14,,Thesis Bilal 2018,,,,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
MAXI_J0556-332,Ks,2809,S,2014-05-07,05 56 46.3,-33 10 26.3,0.5,"Coriat+2011, ACTA",2.65E+20,19.04228,0.07614971,,0.01237944321,0,0.2981387434,0.01658100559,0.0002778939484,19.0133205,0.07960632379,1.88E-14,1.32E-15,,46,15,15,Homan+2014,,,,,3.00E-14,2.00E-14,2.00E-14,,Thesis Bilal 2018,,,,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
RXS_J171824.2-402934,Ks,0246,S,2013-06-17,17 18 24.144,-40 29 33.04,0.6,"t Zand+2005, Chandra",6.68E+21,19.06843282,0.2,18.2803005,-0.1152024719,,0.1964688843,0.4179664804,0.007005024812,18.76566881,0.2001668893,2.36E-14,4.35E-15,,9,,,"t Zand+2005, Chandra",,,,,1.50E-11,5.00E-12,5.00E-12,,Thesis Bilal 2018,,,,,Applied PSF but did not return error
RXS_J171824.2-402934,H,0256,,2013-06-17,17 18 24.144,-40 29 33.04,0.6,"t Zand+2005, Chandra",6.68E+21,,,18.10829136,-0.07997835186,,0.256887114,0.6530726257,0.01094535127,,,,,,9,,,"t Zand+2005, Chandra",,,,,1.50E-11,5.00E-12,5.00E-12,,Thesis Bilal 2018,,,,,Maybe there is a source like in finderchart here but blended -> no not visible with PSF
RXS_J171824.2-402934,J,0271,,2013-06-17,17 18 24.144,-40 29 33.04,0.6,"t Zand+2005, Chandra",6.68E+21,,,18.74920245,-0.06861976538,,0.2661379611,1.052379888,0.01763765176,,,,,,9,,,"t Zand+2005, Chandra",,,,,1.50E-11,5.00E-12,5.00E-12,,Thesis Bilal 2018,,,,,Maybe there is a source like in finderchart here but blended -> no not visible with PSF
Swift_J1922.7-1716,Ks,0296,,2013-06-17,19 22 37.00,-17 17 1.1,0.61,"Barthelmy+2011, UVOT",7.38E+20,,,20.36759605,-0.04508978529,,0.03045142284,0.04617653631,0.0007739084298,,,,,,4.8,,,Degenaar+2012,,,,,,,,,,,,,,
Swift_J1922.7-1716,H,0306,,2013-06-17,19 22 37.00,-17 17 1.1,0.61,"Barthelmy+2011, UVOT",7.38E+20,,,21.0688995,-0.07854922081,,0.0432194421,0.07215083799,0.001209231922,,,,,,4.8,,,Degenaar+2012,,,,,,,,,,,,,,Noisy
Swift_J1922.7-1716,H,0849,,2013-06-18,19 22 37.00,-17 17 1.1,0.61,"Barthelmy+2011, UVOT",7.38E+20,,,21.18076741,-0.03949304603,,0.03845015111,0.07215083799,0.001209231922,,,,,,4.8,,,Degenaar+2012,,,,,,,,,,,,,,There is a source detected inside and near the edge of the larger XRT error circle with magnitude 21.24877 (see finder chart) but we assume this is not our source since it is far from the UVOT position.
SAX_J1712.6-3739,J,0619,,2013-06-18,17 12 36.77,-37 38 41.028,0.6,"Wiersema+2009, Chandra",1.13E+22,,,17.70576897,-0.0770733905,,0.1472230222,1.780223464,0.02983614744,,,,,,7,,,Cocchi+2001,,,,,2.50E-09,1.00E-09,1.00E-09,,Thesis Bilal 2018,,,,,S1 and S2 are named here in accordance with this paper 
SAX_J1712.6-3739,H,0634,S1,2013-06-18,17 12 36.77,-37 38 41.028,0.6,"Wiersema+2009, Chandra",1.13E+22,16.985981,0.12083173,,-1.972387419,0,0.1929816806,1.104748603,0.01851533972,18.25067628,0.1800207958,5.87E-14,9.68E-15,,7,,,Cocchi+2001,,,,,2.50E-09,1.00E-09,1.00E-09,,Thesis Bilal 2018,,,,,systematic magnitude offset but is fixed with calibration
SAX_J1712.6-3739,Ks,0644,S1,2013-06-18,17 12 36.77,-37 38 41.028,0.6,"Wiersema+2009, Chandra",1.13E+22,17.231106,0.15447854,,-1.073304717,0,0.1377123385,0.7070391061,0.01184981742,17.59737183,0.1549996982,6.93E-14,9.86E-15,,7,,,Cocchi+2001,,,,,2.50E-09,1.00E-09,1.00E-09,,Thesis Bilal 2018,,,,,systematic magnitude offset but is fixed with calibration
MAXI_J1421-613,Ks,3675,,2014-05-10,14 21 37.2,-61 36 25.4,0.3,"Coriat+2014, ACTA",1.66E+22,,,18.28987014,-0.05212641034,,0.2124971315,1.038659218,0.01740769639,,,,,,3,,,Nobukawa+2020,,,,,,,,8.10E-14,Chakrabarty+2014,,,,,2 other sources within XRT error circle but not within ACTA error circle
MAXI_J1421-613,H,3684,,2014-05-10,14 21 37.2,-61 36 25.4,0.3,"Coriat+2014, ACTA",1.66E+22,,,18.48199152,-0.03962194253,,0.3187259825,1.622905028,0.02719952561,,,,,,3,,,Nobukawa+2020,,,,,,,,8.10E-14,Chakrabarty+2014,,,,,
SAX_J1806.5-2215,Ks,0729,S,2013-06-18,18 06 32.177,-22 14 17.20,0.6,"Chakrabarty+2011, Chandra",9.97E+21,17.85493,0.1640725,,-0.1498871037,0,0.1217522666,0.6238212291,0.0104551044,17.38099673,0.1644635352,8.46E-14,1.28E-14,,8,,,Cornelisse+2002,,,,,3.50E-09,7.00E-10,7.00E-10,,Thesis Bilal 2018,,,,,
SAX_J1806.5-2215,Ks,0734,S,2013-06-18,18 06 32.177,-22 14 17.20,0.6,"Chakrabarty+2011, Chandra",9.97E+21,-8.11128,0.13127564,,-26.04319397,0,0.1517967536,0.6238212291,0.0104551044,17.30809215,0.1317681725,9.04E-14,1.09E-14,,8,,,Cornelisse+2002,,,,,3.50E-09,7.00E-10,7.00E-10,,Thesis Bilal 2018,,,,,Initially very large magnitude offset but seems fixed after 2MASS calibration
SAX_J1806.5-2215,Ks,3433,S,2014-05-09,18 06 32.177,-22 14 17.20,0.6,"Chakrabarty+2011, Chandra",9.97E+21,13.29678744,0.2,,-4.327904689,1,0.1756860871,0.6238212291,0.0104551044,17.0008709,0.2,1.20E-13,2.21E-14,,8,,,Cornelisse+2002,,,,,3.50E-09,7.00E-10,7.00E-10,,Thesis Bilal 2018,,,,,Applied psf but returned no error so took 0.2 as error & Magnitude offset but fixed after 2MASS calibration
XTE_J1728-295,Ks,3784,,2014-05-10,17 28 38.853,-29 21 43.181,0.15,"Van den Eijnden+2019, VLA",4.49E+21,,,17.63468416,-0.1300814387,,0.2014702913,0.2809385475,0.004708467276,,,,,,8,,,,,,,,,,,,,,,,,
XTE_J1901+014,Ks,3803,,2014-05-10,19 1 40.2 ,1 26 26.5,0.64,"Karasev+2012, Chandra",8.49E+21,,,19.39027184,-0.05003659848,,0.06984542922,0.5312178771,0.008903092912,,,,,,8,,,,,,,,1.01E-10,,,,Karasev+2008,,,,,
GX_9+9,Ks,1128,S2,2018-06-19,17 31 44.17464,-16 57 40.8852,1,"Cutri+2003, 2MASS",1.90E+21,14.16522,0.004716806,,-0.03058549083,3,0.2151402044,0.1188826816,0.001992447177,14.07692287,0.007736478678,1.77E-12,7.70E-15,,10,,,Savolainen+2008,,,,,9.29E-09,2.50E-11,2.50E-11,,Build swift XRT products,,,,,
GX_9+9,H,1133,S2,2018-06-19,17 31 44.17464,-16 57 40.8852,1,"Cutri+2003, 2MASS",1.90E+21,14.299405,0.0032916737,,0.02248540416,3,0.2718857868,0.1857541899,0.003113198714,14.09116517,0.007979178073,2.71E-12,8.20E-15,,10,,,Savolainen+2008,,,,,9.29E-09,2.50E-11,2.50E-11,,Build swift XRT products,,,,,
GX_9+9,J,1138,S2,2018-06-19,17 31 44.17464,-16 57 40.8852,1,"Cutri+2003, 2MASS",1.90E+21,14.78176,0.0034352895,,-0.02657166192,3,0.2953529767,0.2993296089,0.005016697357,14.50900188,0.006989385784,2.51E-12,7.94E-15,,10,,,Savolainen+2008,,,,,9.29E-09,2.50E-11,2.50E-11,,Build swift XRT products,,,,,
4U_1702-429,Ks,1096,S,2018-06-19,17 06 15.314,-43 02 08.69,0.6,"Wachter+2005, Chandra",9.95E+21,16.90177542,0.009477545574,,-0.177707433,,0.196483261,0.6225698324,0.01043413127,16.45691302,0.01449229989,1.98E-13,2.64E-15,,5.46,0.19,0.19,Galloway+2008,,,,,2.02E-09,2.60E-11,2.60E-11,,Build swift XRT products,,,,,Applied psf
4U_1702-429,H,1102,S,2018-06-19,17 06 15.314,-43 02 08.69,0.6,"Wachter+2005, Chandra",9.95E+21,17.55600686,0.2,,-0.2386764269,,0.1763535398,0.9727653631,0.01630333011,16.82191792,0.2,2.19E-13,4.03E-14,,5.46,0.19,0.19,Galloway+2008,,,,,2.02E-09,2.60E-11,2.60E-11,,Build swift XRT products,,,,,Applied psf. fit does not look great. no error returned so took error of 0.2 
4U_1702-429,J,1108,S,2018-06-19,17 06 15.314,-43 02 08.69,0.6,"Wachter+2005, Chandra",9.95E+21,18.95134346,0.03104358061,,-0.06078711479,,0.1927876064,1.567541899,0.02627165195,17.44458867,0.04072530327,1.68E-13,6.30E-15,,5.46,0.19,0.19,Galloway+2008,,,,,2.02E-09,2.60E-11,2.60E-11,,Build swift XRT products,,,,,Applied psf