,Source,Filter,Obs_number,Detected Name,Date obs,RA,DEC,Error_circle (arcsec),Position_source,nH,Mag_raw,Mag_err,Upper_limit,zp_offset,SExtractor_Flag,Astrometric_err,An_extinction,An_extinction_err,Mag_corr,Mag_err_corr,Flux (erg/s/cm2),Flux_err,F_NIR_upplim,Distance (kpc),D_errup,D_errlow,Distance_source,L_NIR,L_NIR_errup,L_NIR_errlow,L_NIR_upplim,Xray_Flux (erg/s/cm2),Xray_errup,Xray_errlow,Xray_upplim,Xray_Flux_source,L_X,L_X_errup,L_X_errlow,L_X_upplim,Comments,,L_NIR_errup_nodist,L_NIR_errlow_nodist,L_NIR_errup_noflux,L_NIR_errlow_noflux,L_X_errup_nodist,L_X_errlow_nodist,L_X_errup_noflux,L_X_errlow_noflux,log_L_NIR,log_L_X,log_L_NIR_errup,log_L_NIR_errlow,log_L_X_errup,log_L_X_errlow,log_L_NIR_errup_nodist,log_L_NIR_errlow_nodist,log_L_NIR_errup_noflux,log_L_NIR_errlow_noflux,log_L_X_errup_nodist,log_L_X_errlow_nodist,log_L_X_errup_noflux,log_L_X_errlow_noflux,log_L_NIR_upplim,log_L_X_upplim
31,IGR_J1706.2-6143,Ks,3027,S,2014-05-08,17 06 16.3,-61 42 40.5,0.3,"Ricci+2008, UVOT",1.02e+21,19.44067741,0.1540519926,,-0.05480315726,,0.1322897107,0.06382122905,0.001069629537,19.43165934,0.1542437578,1.28e-14,2.0228912476947443e-15,,7.3,0.5,0.5,Keek+2017,8.161437220615812e+31,1.5128133140717602e+31,1.5128133140717602e+31,,2.35e-10,1.1e-12,1.1e-12,,Build swift XRT products,1.4983888647224344e+36,1.4530922000001999e+35,1.4530922000001999e+35,,Applied PSF,1.28e-14,1.2898203064213942e+31,1.2898203064213942e+31,7.905489867021547e+30,7.905489867021547e+30,7.013735111466714e+33,7.013735111466714e+33,1.4513985302734872e+35,1.4513985302734872e+35,31.911766644295657,36.17562453691952,0.08050132062420774,0.08050132062420774,0.04211656526649671,0.04211656526649671,0.06863519580970402,0.06863519580970402,0.04206747577886132,0.04206747577886132,0.002032867787632242,0.002032867787632242,0.042067475778861316,0.042067475778861316,,
33,IGR_J1706.2-6143,H,176,S,2013-06-17,17 06 16.3,-61 42 40.5,0.3,"Ricci+2008, UVOT",1.02e+21,20.06793144,0.1880952643,,-0.03998041997,,0.2077787938,0.09972067039,0.001671296152,20.00819119,0.1882363559,1.405e-14,2.3650158561836324e-15,,7.3,0.5,0.5,Keek+2017,8.958452574191575e+31,1.7398116995498076e+31,1.7398116995498076e+31,,2.35e-10,1.1e-12,1.1e-12,,Build swift XRT products,1.4983888647224344e+36,1.4530922000001999e+35,1.4530922000001999e+35,,Applied PSF & Astrometric offset,1.405e-14,1.5079631590627866e+31,1.5079631590627866e+31,8.67751036184787e+30,8.67751036184787e+30,7.013735111466714e+33,7.013735111466714e+33,1.4513985302734872e+35,1.4513985302734872e+35,31.952232998888885,36.17562453691952,0.08434387684788132,0.08434387684788132,0.04211656526649671,0.04211656526649671,0.07310415202521323,0.07310415202521323,0.04206747577886132,0.04206747577886132,0.002032867787632242,0.002032867787632242,0.042067475778861316,0.042067475778861316,,
35,IGR_J1706.2-6143,J,191,S,2013-06-17,17 06 16.3,-61 42 40.5,0.3,"Ricci+2008, UVOT",1.02e+21,19.75709336,0.07472362949,,-0.1602068885,,0.06148076333,0.1606927374,0.00269317437,19.75660752,0.07484319231,2e-14,1.38e-15,,7.3,0.5,0.5,Keek+2017,1.2752245657212207e+32,1.5165858931797765e+31,1.5165858931797765e+31,,2.35e-10,1.1e-12,1.1e-12,,Build swift XRT products,1.4983888647224344e+36,1.4530922000001999e+35,1.4530922000001999e+35,,Applied PSF,2e-14,8.799049503476422e+30,8.799049503476422e+30,1.2352327917221168e+31,1.2352327917221168e+31,7.013735111466714e+33,7.013735111466714e+33,1.4513985302734872e+35,1.4513985302734872e+35,32.105586670311766,36.17562453691952,0.051649325338065905,0.051649325338065905,0.04211656526649671,0.04211656526649671,0.029966319251324366,0.029966319251324366,0.042067475778861316,0.042067475778861316,0.002032867787632242,0.002032867787632242,0.042067475778861316,0.042067475778861316,,
36,IGR_J1706.2-6143,Ks,196,S,2013-06-17,17 06 16.3,-61 42 40.5,0.3,"Ricci+2008, UVOT",1.02e+21,19.0123327,0.09255208815,,-0.1564262652,,0.06133340057,0.06382122905,0.001069629537,19.10493774,0.09281349825,1.65e-14,1.89e-15,,7.3,0.5,0.5,Keek+2017,1.052060266720007e+32,1.5782055802924692e+31,1.5782055802924692e+31,,2.35e-10,1.1e-12,1.1e-12,,Build swift XRT products,1.4983888647224344e+36,1.4530922000001999e+35,1.4530922000001999e+35,,Applied PSF,1.65e-14,1.2050872146065533e+31,1.2050872146065533e+31,1.0190670531707461e+31,1.0190670531707461e+31,7.013735111466714e+33,7.013735111466714e+33,1.4513985302734872e+35,1.4513985302734872e+35,32.022040618861695,36.17562453691952,0.06514892696849194,0.06514892696849194,0.04211656526649671,0.04211656526649671,0.04974645883619065,0.04974645883619065,0.042067475778861316,0.042067475778861316,0.002032867787632242,0.002032867787632242,0.042067475778861316,0.042067475778861316,,
37,IGR_J17494-3030,Ks,3162,,2014-05-08,17 49 23.61,-30 29 59.1,0.15,"van den Eijnden+2020, VLA",6.72e+21,,,16.4147358,-0.3518856457,,0.2890244676,0.4204692737,0.007046971068,,,,0.0,2.059064692163526e-13,8.0,,,,,,,1.5767430304259e+33,,,,4.59e-14,Chakrabarty+2013,,,,3.51482424869831e+32,Used low_lim = 12 for magnitude calibration because otherwise only 3 sources used. We do detect a source in the Chandra error circle but not in VLA but this is unlikely to be our source because too bright,,,,,,,,,,,,,,,,,,,,,,,,33.1977609199861,32.545903613928026
38,MAXI_J1305-704,Ks,458,S,2013-06-17,13 06 55.300,-70 27 05.11,0.07,"Coriat+2012, ACTA",2.08e+21,17.515215,0.10421792,,0.01667932358,0.0,0.04346682233,0.1301452514,0.002181205331,17.3683899,0.10440262,8.55e-14,8.21e-15,,7.5,1.8,1.4,Mata Sánchez+2021,5.75439401929583e+32,2.02976403333862e+32,1.6164560956511946e+32,,,,,1.24e-11,Build swift XRT products,,,,8.345553899329625e+34,,8.55e-14,5.525564315604534e+31,5.525564315604534e+31,1.9531060956784295e+32,1.5190825188610003e+32,,,,,32.75999959591845,,0.15318994776664985,0.12199685322662268,,,0.04170242919796137,0.04170242919796137,0.1474044351291301,0.11464789398932337,,,,,,34.92145516635251
39,MAXI_J1305-704,H,468,S,2013-06-17,13 06 55.300,-70 27 05.11,0.14,"Coriat+2012, ACTA",2.08e+21,17.372196,0.17712756,,-0.02002261353,0.0,0.06764173314,0.2033519553,0.003408133329,17.18886759,0.1771955248,1.3900000000000001e-13,2.5977905997212322e-14,,7.5,1.8,1.4,Mata Sánchez+2021,9.355096709732403e+32,3.624763769257719e+32,3.0258682217070147e+32,,,,,1.24e-11,Build swift XRT products,,,,8.345553899329625e+34,Used extra error circle of 0.14 instead of 0.07 to include source,1.3900000000000001e-13,1.748387215253659e+32,1.748387215253659e+32,3.1752251146117158e+32,2.4696195335868895e+32,,,,,32.97104828144437,,0.16827350395573715,0.14047079495037645,,,0.08116590810065252,0.08116590810065252,0.1474044351291301,0.11464789398932337,,,,,,34.92145516635251
41,MAXI_J1305-704,J,478,S,2013-06-17,13 06 55.300,-70 27 05.11,0.07,"Coriat+2012, ACTA",2.08e+21,18.082226,0.085612305,,-0.04301413889,0.0,0.06196603007,0.3276871508,0.005491963422,17.79755318,0.08585191833,1.12e-13,9.734130675103967e-15,,7.5,1.8,1.4,Mata Sánchez+2021,7.537919651007403e+32,2.641002154034124e+32,2.094979822202328e+32,,,,,1.24e-11,Build swift XRT products,,,,8.345553899329625e+34,,1.12e-13,6.551347759048228e+31,6.551347759048228e+31,2.5584547686080008e+32,1.9899092644728892e+32,,,,,32.87725150386046,,0.15216037252908832,0.12070149571832216,,,0.03774535034216811,0.03774535034216811,0.14740443512913007,0.11464789398932339,,,,,,34.92145516635251
43,IGR_J17091-3624,H,3730,S,2014-05-10,17 09 7.61,-36 24 25.7,0.6,"Bodaghee+2012, Chandra",5.81e+21,16.471195,0.016173203,,-0.1219688861,3.0,0.1262354633,0.5680167598,0.009519833963,16.02514768,0.01900264688,4.56e-13,6.79e-15,,14.0,3.0,3.0,Rodriguez+2011,1.0693795344895836e+34,3.2446190572867956e+33,3.2446190572867956e+33,,1.36e-13,3.4e-14,3.9e-14,,Wijnands+2012,3.1893775590040213e+33,1.2529697553230083e+33,1.3306652360617217e+33,,"There is also a radio position (17 09 7.61 -36 24 25.7, error=0.1"") but it does not [erfect;u overlap with centroid: Rodriguez+2011, ACTA",4.56e-13,1.5923436489439195e+32,1.5923436489439195e+32,3.240709373570134e+33,3.240709373570134e+33,7.973443897510053e+32,9.146009176555649e+32,9.665273570296891e+32,9.665273570296891e+32,34.02913186842778,33.50370593413357,0.13176988216165564,0.13176988216165564,0.17061568931913462,0.1811954083801105,0.006466797219568157,0.006466797219568157,0.13161110279386612,0.13161110279386612,0.10857362047581293,0.12454032936931482,0.13161110279386612,0.13161110279386612,,
44,IGR_J17091-3624,Ks,3739,S,2014-05-10,17 09 7.61,-36 24 25.7,0.6,"Bodaghee+2012, Chandra",5.81e+21,16.194166,0.019851277,,-0.0651388826,3.0,0.1492285362,0.3635307263,0.006092693736,15.89577523,0.02101378723,3.32e-13,6.07e-15,,14.0,3.0,3.0,Rodriguez+2011,7.785833452862758e+33,2.3637540018424838e+33,2.3637540018424838e+33,,1.36e-13,3.4e-14,3.9e-14,,Wijnands+2012,3.1893775590040213e+33,1.2529697553230083e+33,1.3306652360617217e+33,,"There is also a radio position (17 09 7.61 -36 24 25.7, error=0.1"") but it does not [erfect;u overlap with centroid: Rodriguez+2011, ACTA",3.32e-13,1.4234942487613534e+32,1.4234942487613534e+32,2.3594638421607118e+33,2.3594638421607118e+33,7.973443897510053e+32,9.146009176555649e+32,9.665273570296891e+32,9.665273570296891e+32,33.89130510946739,33.50370593413357,0.13185040828216837,0.13185040828216837,0.17061568931913462,0.1811954083801105,0.007940263569737161,0.007940263569737161,0.13161110279386612,0.13161110279386612,0.10857362047581293,0.12454032936931482,0.13161110279386612,0.13161110279386612,,
45,MXB_1659-28,H,684,S,2013-06-18,17 02 06.54 ,-29 56 44.1,0.3,"Wijnands+2003, Chandra",1.74e+21,19.824308,0.10696019,,-0.02082293031,1.0,0.1342853361,0.1701117318,0.002851034612,19.67501919,0.1070415159,1.58e-14,1.56e-15,,12.0,3.0,3.0,Galloway+2008,2.7222658396781025e+32,9.992919821132357e+31,9.992919821132357e+31,,1.1e-14,4e-15,4e-15,,Parikh+2019,1.8952483693961475e+32,9.612317925082945e+31,9.612317925082945e+31,,,1.58e-14,2.6878067784163545e+31,2.6878067784163545e+31,9.624663177144387e+31,9.624663177144387e+31,6.8918122523496275e+31,6.8918122523496275e+31,6.700714870163813e+31,6.700714870163813e+31,32.434930533456544,32.27766613166035,0.15942123921786366,0.15942123921786366,0.2202654122052254,0.2202654122052254,0.042879708339814734,0.042879708339814734,0.15354628659284386,0.15354628659284386,0.15792526614663702,0.15792526614663702,0.15354628659284383,0.15354628659284383,,
46,MXB_1659-28,Ks ,694,S,2013-06-18,17 02 06.54 ,-29 56 44.1,0.3,"Wijnands+2003, Chandra",1.74e+21,19.395103,0.12524414,,-0.05045160709,1.0,0.1284012338,0.1088715084,0.001824662152,19.33668322,0.1253150507,1.4e-14,1.61e-15,,12.0,3.0,3.0,Galloway+2008,2.412134288322369e+32,8.967983106567866e+31,8.967983106567866e+31,,1.1e-14,4e-15,4e-15,,Parikh+2019,1.8952483693961475e+32,9.612317925082945e+31,9.612317925082945e+31,,,1.4e-14,2.7739544315707244e+31,2.7739544315707244e+31,8.52818256202667e+31,8.52818256202667e+31,6.8918122523496275e+31,6.8918122523496275e+31,6.700714870163813e+31,6.700714870163813e+31,32.38240148218036,32.27766613166035,0.1614647076590743,0.1614647076590743,0.2202654122052254,0.2202654122052254,0.04994386541887395,0.04994386541887395,0.15354628659284383,0.15354628659284383,0.15792526614663702,0.15792526614663702,0.15354628659284383,0.15354628659284383,,
47,MXB_1659-28,Ks,3712,S,2014-05-10,17 02 06.54 ,-29 56 44.1,0.3,"Wijnands+2003, Chandra",1.74e+21,19.38443,0.19684346,,-0.05265434535,0.0,0.1311253509,0.1088715084,0.001824662152,19.32821269,0.1968896328,1.41e-14,2.55e-15,,12.0,3.0,3.0,Galloway+2008,2.429363818953243e+32,9.64757563603662e+31,9.64757563603662e+31,,1.1e-14,4e-15,4e-15,,Parikh+2019,1.8952483693961475e+32,9.612317925082945e+31,9.612317925082945e+31,,,1.41e-14,4.393530310872887e+31,4.393530310872887e+31,8.589098151755432e+31,8.589098151755432e+31,6.8918122523496275e+31,6.8918122523496275e+31,6.700714870163813e+31,6.700714870163813e+31,32.385492559157505,32.27766613166035,0.17246856274826242,0.17246856274826242,0.2202654122052254,0.2202654122052254,0.07854261906760937,0.07854261906760937,0.15354628659284386,0.15354628659284386,0.15792526614663702,0.15792526614663702,0.15354628659284383,0.15354628659284383,,
48,MXB_1659-28,H,3721,S,2014-05-10,17 02 06.54 ,-29 56 44.1,0.3,"Wijnands+2003, Chandra",1.74e+21,19.552694,0.09876649,,-0.0377332143,1.0,0.1108476003,0.1701117318,0.002851034612,19.42031567,0.09885889706,2e-14,1.82e-15,,12.0,3.0,3.0,Galloway+2008,3.4459061261748134e+32,1.2580200517646594e+32,1.2580200517646594e+32,,1.1e-14,4e-15,4e-15,,Parikh+2019,1.8952483693961475e+32,9.612317925082945e+31,9.612317925082945e+31,,,2e-14,3.1357745748190802e+31,3.1357745748190802e+31,1.2183117945752388e+32,1.2183117945752388e+32,6.8918122523496275e+31,6.8918122523496275e+31,6.700714870163813e+31,6.700714870163813e+31,32.537303442166106,32.27766613166035,0.15855079813550266,0.15855079813550266,0.2202654122052254,0.2202654122052254,0.039520797853195906,0.039520797853195906,0.15354628659284383,0.15354628659284383,0.15792526614663702,0.15792526614663702,0.15354628659284383,0.15354628659284383,,
49,Swift_J1910.2-0546,Ks,819,S,2013-06-18,19 10 22.79,-05 47 56.4,1.3,"Rau+2012, GROND",2.24e+21,14.774146,0.011517805,,-0.03722545917,0.0,0.09362722852,0.1401564246,0.002348990356,14.67121538,0.01269178524,1.04e-12,1.234706442843804e-14,,6.9,,,Reis+2013,5.924374107426047e+33,2.5144829657060764e+33,2.5144829657060764e+33,,2.5e-12,7e-13,4e-13,,Build swift XRT products,1.4241283912081843e+34,7.239280411258585e+33,6.457444760174533e+33,,"These two Ks observations from 2013 are much brighter than H and J observations from 2014, are both in quiscence ",1.04e-12,7.033522000246107e+31,7.033522000246107e+31,2.5134990633881745e+33,2.5134990633881745e+33,3.9875594953829166e+33,2.278605425933095e+33,6.042065056221573e+33,6.042065056221573e+33,33.77264247518016,34.15354914455342,0.18432767023896188,0.18432767023896188,0.220765175034019,0.19692273841684158,0.005156021104783239,0.005156021104783239,0.1842555439114126,0.1842555439114126,0.12160245493291053,0.06948711710452028,0.1842555439114126,0.1842555439114126,,
51,Swift_J1910.2-0546,H,3442,S2,2014-05-09,19 10 22.79,-05 47 56.4,1.3,"Rau+2012, GROND",2.24e+21,17.67534,0.018099366,,-0.03474697724,3.0,0.232920893,0.2189944134,0.003670297431,17.49109241,0.01915281207,1.2149999999999999e-13,4.6753074765195925e-15,,6.9,,,Reis+2013,6.921263981271776e+32,2.948496656500288e+32,2.948496656500288e+32,,1.17e-14,1.25e-14,2e-16,,Thesis Maria ,6.664920870854303e+31,7.6615502677190045e+31,2.8299806969964654e+31,,"Also another source within error circle (see our finder chart), but can identify correct source with this finder chart & small astrometric offset",1.2149999999999999e-13,2.6632952459757775e+31,2.6632952459757775e+31,2.9364436173236846e+32,2.9364436173236846e+32,7.120641956040923e+31,1.1393027129665475e+30,2.8276864463116965e+31,2.8276864463116965e+31,32.84018541381572,31.823794997627548,0.1850118462889446,0.1850118462889446,0.4992360852542644,0.18440504012176595,0.016711606899205565,0.016711606899205565,0.18425554391141258,0.18425554391141258,0.46398983109321773,0.007423837297491482,0.1842555439114126,0.1842555439114126,,
53,Swift_J1910.2-0546,J,3460,S2,2014-05-09,19 10 22.79,-05 47 56.4,1.3,"Rau+2012, GROND",2.24e+21,18.389482,0.036114354,,-0.05149970702,3.0,0.3781391836,0.3528938547,0.005914422147,18.08808896,0.0367056989,9.895e-14,3.659193900300994e-15,,6.9,,,Reis+2013,5.636700172401994e+32,2.400516595187335e+32,2.400516595187335e+32,,1.17e-14,1.25e-14,2e-16,,Thesis Maria ,6.664920870854303e+31,7.6615502677190045e+31,2.8299806969964654e+31,,"Also another source within error circle (see our finder chart), but can identify correct source with this finder chart & small astrometric offset",9.895e-14,2.0844647689417827e+31,2.0844647689417827e+31,2.391449349252499e+32,2.391449349252499e+32,7.120641956040923e+31,1.1393027129665475e+30,2.8276864463116965e+31,2.8276864463116965e+31,32.7510249344238,31.823794997627548,0.18495415387027458,0.18495415387027458,0.4992360852542644,0.18440504012176595,0.016060310450881854,0.016060310450881854,0.18425554391141258,0.18425554391141258,0.46398983109321773,0.007423837297491482,0.1842555439114126,0.1842555439114126,,
55,GX_339-4,H,156,S,2013-06-17,17 02 49.3876391282,-48 47 23.087954552,0.1,"Gaia Collaboration 2020, Gaia",3.89e+21,16.210688,0.013939727,,-0.1221293397,3.0,0.1305987725,0.3803072626,0.006373864736,15.95250982,0.01573380673,4.385e-13,1.2830728740020965e-14,,10.0,2.0,2.0,Zdziarski+2019,5.246631376137694e+33,1.4918912034299254e+33,1.4918912034299254e+33,,5.5e-13,2.83e-14,2.5e-14,,Plotkin+2013,6.580723504847734e+33,1.8918586675601802e+33,1.8851919777357937e+33,,,4.385e-13,1.5351905127960243e+32,1.5351905127960243e+32,1.4839714497812288e+33,1.4839714497812288e+33,3.386081367039834e+32,2.99123795674897e+32,1.861309686156615e+33,1.861309686156615e+33,33.71988055210893,33.81827364390112,0.12349259378054198,0.12349259378054198,0.1248531076038934,0.12441313977951075,0.012707673182642116,0.012707673182642116,0.12283702927427509,0.12283702927427509,0.022346425159749137,0.019740658268329624,0.12283702927427508,0.12283702927427508,,
57,GX_339-4,H,524,S,2013-06-18,17 02 49.3876391282,-48 47 23.087954552,0.1,"Gaia Collaboration 2020, Gaia",3.89e+21,16.086811,0.0093679335,,-0.05839127319,3.0,0.1170770385,0.3803072626,0.006373864736,15.76489537,0.0119465952,5.355e-13,6.834881125520765e-15,,10.0,2.0,2.0,Zdziarski+2019,6.407231703356295e+33,1.8140830346787962e+33,1.8140830346787962e+33,,5.5e-13,2.83e-14,2.5e-14,,Plotkin+2013,6.580723504847734e+33,1.8918586675601802e+33,1.8851919777357937e+33,,,5.355e-13,8.177902341009935e+31,8.177902341009935e+31,1.812238794430668e+33,1.812238794430668e+33,3.386081367039834e+32,2.99123795674897e+32,1.861309686156615e+33,1.861309686156615e+33,33.80667042957475,33.81827364390112,0.1229620354235995,0.1229620354235995,0.1248531076038934,0.12441313977951075,0.005543139416019337,0.005543139416019337,0.12283702927427508,0.12283702927427508,0.022346425159749137,0.019740658268329624,0.12283702927427508,0.12283702927427508,,
59,RXS_J170854.4-321857,Ks,649,S,2013-06-18,17 08 54.269,-32 19 57.13,0.6,"Zand+2005, Chandra",2.5e+21,18.293423,0.13936953,,-0.06203002205,0.0,0.1169019847,0.156424581,0.002621641022,18.19902891,0.1394259522,3.98e-14,5.11e-15,,13.0,2.0,2.0,Zand+2005,8.047865897873965e+32,2.033130076843739e+32,2.033130076843739e+32,,9e-12,1.8e-12,1.8e-12,,Thesis Bilal 2018,1.8198691728860726e+35,5.3782377276293925e+34,5.3782377276293925e+34,,,3.98e-14,1.0332812748275369e+32,1.0332812748275369e+32,1.7509847847589675e+32,1.7509847847589675e+32,3.6397383457721452e+34,3.6397383457721452e+34,3.9595133323695244e+34,3.9595133323695244e+34,32.905680731094236,35.260040168459874,0.10971569165908063,0.10971569165908063,0.12834653184267938,0.12834653184267938,0.05575991966144765,0.05575991966144765,0.09449002251867314,0.09449002251867314,0.08685889638065035,0.08685889638065035,0.09449002251867313,0.09449002251867313,,
60,RXS_J170854.4-321857,H,659,S,2013-06-18,17 08 54.269,-32 19 57.13,0.6,"Zand+2005, Chandra",2.5e+21,18.287573,0.07103984,,-0.06100851219,1.0,0.1411616672,0.2444134078,0.004096314098,18.10416791,0.07120255606,7.18e-14,6.475314664168839e-15,,13.0,2.0,2.0,Zand+2005,1.4518511845913335e+33,3.4194313939853174e+32,3.4194313939853174e+32,,9e-12,1.8e-12,1.8e-12,,Thesis Bilal 2018,1.8198691728860726e+35,5.3782377276293925e+34,5.3782377276293925e+34,,,7.18e-14,1.3093583935620002e+32,1.3093583935620002e+32,3.1588117473792428e+32,3.1588117473792428e+32,3.6397383457721452e+34,3.6397383457721452e+34,3.9595133323695244e+34,3.9595133323695244e+34,33.161922103262846,35.260040168459874,0.10228597816466815,0.10228597816466815,0.12834653184267938,0.12834653184267938,0.03916703937654227,0.03916703937654227,0.09449002251867314,0.09449002251867314,0.08685889638065035,0.08685889638065035,0.09449002251867313,0.09449002251867313,,
62,RXS_J170854.4-321857,J,674,S,2013-06-18,17 08 54.269,-32 19 57.13,0.6,"Zand+2005, Chandra",2.5e+21,18.665852,0.06609705,,-0.09239172772,3.0,0.2068092848,0.3938547486,0.006600917574,18.36438881,0.06647560235,7.2e-14,4.38e-15,,13.0,2.0,2.0,Zand+2005,1.4558953383088582e+33,3.28909836956419e+32,3.28909836956419e+32,,9e-12,1.8e-12,1.8e-12,,Thesis Bilal 2018,1.8198691728860726e+35,5.3782377276293925e+34,5.3782377276293925e+34,,,7.2e-14,8.856696641378888e+31,8.856696641378888e+31,3.1676106658956198e+32,3.1676106658956198e+32,3.6397383457721452e+34,3.6397383457721452e+34,3.9595133323695244e+34,3.9595133323695244e+34,33.16313015545182,35.260040168459874,0.09811400824993072,0.09811400824993072,0.12834653184267938,0.12834653184267938,0.026419580982447816,0.026419580982447816,0.09449002251867313,0.09449002251867313,0.08685889638065035,0.08685889638065035,0.09449002251867313,0.09449002251867313,,
63,SLX_1735-269,Ks,739,S,2013-06-18,17 38 17.12 ,-26 59 38.6,0.6,"Wilson+2003, Chandra",3.73e+21,16.084038,0.0751064,,-0.06320470846,2.0,0.1590866425,0.2333854749,0.003911488405,15.91385612,0.07534443595,3.62e-13,3.684521678590044e-14,,6.0,1.2,1.2,Molkov+2004,1.559272522094103e+33,4.687154791843458e+32,4.687154791843458e+32,,5e-10,1e-10,1e-10,,Thesis Bilal 2018,2.1536913288592584e+36,7.460605610809533e+35,7.460605610809533e+35,,Detected counterpart has weird shape & Used low_lim = 12 for magnitude calibration because of bright sources ,3.62e-13,1.5870644780346673e+32,1.5870644780346673e+32,4.410288696362364e+32,4.410288696362364e+32,4.3073826577185166e+35,4.3073826577185166e+35,6.091558972876193e+35,6.091558972876193e+35,33.192922025707325,36.33318345951018,0.1305484085097697,0.1305484085097697,0.15044402162064685,0.15044402162064685,0.044203520261452,0.044203520261452,0.12283702927427506,0.12283702927427506,0.08685889638065035,0.08685889638065035,0.12283702927427506,0.12283702927427506,,
65,SLX_1735-269,H,749,S,2013-06-18,17 38 17.12 ,-26 59 38.6,0.6,"Wilson+2003, Chandra",3.73e+21,16.752247,0.11561064,,-0.05847920319,3.0,0.327578877,0.3646648045,0.006111700634,16.44606136,0.1158504986,3.88e-13,5.280246206380911e-14,,6.0,1.2,1.2,Molkov+2004,1.6712644711947845e+33,5.245751942595973e+32,5.245751942595973e+32,,5e-10,1e-10,1e-10,,Thesis Bilal 2018,2.1536913288592584e+36,7.460605610809533e+35,7.460605610809533e+35,,Detected counterpart has weird shape & Used low_lim = 12 for magnitude calibration because of bright sources  & small astrometric offset,3.88e-13,2.2744040937849124e+32,2.2744040937849124e+32,4.727049762951926e+32,4.727049762951926e+32,4.3073826577185166e+35,4.3073826577185166e+35,6.091558972876193e+35,6.091558972876193e+35,33.223045180768366,36.33318345951018,0.13631601469239707,0.13631601469239707,0.15044402162064685,0.15044402162064685,0.05910262346705692,0.05910262346705692,0.12283702927427506,0.12283702927427506,0.08685889638065035,0.08685889638065035,0.12283702927427506,0.12283702927427506,,
67,4U_1323-619,Ks,1014,S,2018-06-18,13 26 37.03,-62 08 08.88,0.6,"Gambino+2015, Chandra",1.17e+22,17.71125172,0.03334801742,,-0.05650803954,,0.1571277125,0.7320670391,0.01226927999,17.03569272,0.03570784627,1.16e-13,3.82e-15,,4.2,0.8,0.8,Gambino+2015,2.4483163026472053e+32,6.644227561164393e+31,6.644227561164393e+31,,1.43e-10,4e-12,3e-12,,Build swift XRT products,3.018183028263365e+35,8.173916843797855e+34,8.154819871245259e+34,,Applied psf,1.16e-13,8.06255885871752e+30,8.06255885871752e+30,6.5951278479672925e+31,6.5951278479672925e+31,8.442470009128294e+33,6.33185250684622e+33,8.130200709132093e+34,8.130200709132093e+34,32.38886752442959,35.47974557266774,0.11785860197896968,0.11785860197896968,0.11761669015944422,0.11734189867983595,0.01430176655922777,0.01430176655922777,0.11698764692788101,0.11698764692788101,0.012148097395895155,0.009111073046921367,0.11698764692788101,0.11698764692788101,,
