,Source,Filter,Obs_number,Detected Name,Date obs,RA,DEC,Error_circle (arcsec),Position_source,nH,Mag_raw,Mag_err,Upper_limit,zp_offset,SExtractor_Flag,Astrometric_err,An_extinction,An_extinction_err,Mag_corr,Mag_err_corr,Flux (erg/s/cm2),Flux_err,F_NIR_upplim,Distance (kpc),D_errup,D_errlow,Distance_source,L_NIR,L_NIR_errup,L_NIR_errlow,L_NIR_upplim,Xray_Flux (erg/s/cm2),Xray_errup,Xray_errlow,Xray_upplim,Xray_Flux_source,L_X,L_X_errup,L_X_errlow,L_X_upplim,Comments,,L_NIR_errup_nodist,L_NIR_errlow_nodist,L_NIR_errup_noflux,L_NIR_errlow_noflux,L_X_errup_nodist,L_X_errlow_nodist,L_X_errup_noflux,L_X_errlow_noflux,log_L_NIR,log_L_X,log_L_NIR_errup,log_L_NIR_errlow,log_L_X_errup,log_L_X_errlow,log_L_NIR_errup_nodist,log_L_NIR_errlow_nodist,log_L_NIR_errup_noflux,log_L_NIR_errlow_noflux,log_L_X_errup_nodist,log_L_X_errlow_nodist,log_L_X_errup_noflux,log_L_X_errlow_noflux,log_L_NIR_upplim,log_L_X_upplim
95,2E_17467-3225,Ks,779,S,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01e+21,16.75866,0.109421596,,-0.1678241116,0.0,0.1978076442,0.3134748603,0.005253768609,16.61300829,0.109667323,1.54e-13,2.0941107898103193e-14,,8.0,,,,1.179265652068714e+33,5.253901678996481e+32,5.253901678996481e+32,,3.98e-11,6e-12,6e-12,,Wilson+2003,3.0477125293723906e+35,1.3722381044122715e+35,1.3722381044122715e+35,,Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset,1.54e-13,1.603579822110257e+32,1.603579822110257e+32,5.00320043638898e+32,5.00320043638898e+32,4.594541501566418e+34,4.594541501566418e+34,1.2930349179758533e+35,1.2930349179758533e+35,33.07161164922722,35.48397400046445,0.19348825293500943,0.19348825293500943,0.19554187964255004,0.19554187964255004,0.059055893539524805,0.059055893539524805,0.18425554391141258,0.18425554391141258,0.06547152993516357,0.06547152993516357,0.18425554391141258,0.18425554391141258,,
97,2E_17467-3225,H,789,,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01e+21,,,17.33864478,-0.1909734844,,0.1545469211,0.4898044693,0.008209013452,,,,0.0,1.359466153489975e-13,8.0,,,,,,,1.041020610364092e+33,3.98e-11,6e-12,6e-12,,Wilson+2003,3.0477125293723906e+35,1.3722381044122715e+35,1.3722381044122715e+35,,Maybe can use psf because there is something like a source visible. Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset,,,,,,4.594541501566418e+34,4.594541501566418e+34,1.2930349179758533e+35,1.2930349179758533e+35,,35.48397400046445,,,0.19554187964255004,0.19554187964255004,,,,,0.06547152993516357,0.06547152993516357,0.18425554391141258,0.18425554391141258,33.01745932785711,
98,4U_1915-05,H,1220,S,2018-06-19,19 18 47.871 ,-05 14 17.09,0.6,"Iaria+2006, Chandra",2.34e+21,19.485819,0.07621386,,-0.0148021154,3.0,0.2020794146,0.2287709497,0.003834149995,19.27185085,0.07644122589,2.29e-14,1.61e-15,,8.9,1.3,1.3,Galloway+2008,2.1703333803554273e+32,4.735818027744737e+31,4.735818027744737e+31,,5.93e-10,5e-12,4e-12,,Build swift XRT products,5.620120936902919e+36,1.1619180184708073e+36,1.1615700947895318e+36,,,2.29e-14,1.5258675730883135e+31,1.5258675730883135e+31,4.483268957056851e+31,4.483268957056851e+31,4.738719171081719e+34,3.790975336865375e+34,1.1609513063470361e+36,1.1609513063470361e+36,32.33652645003659,36.74974566106096,0.09476606936813807,0.09476606936813807,0.08978713972726542,0.08976025394729771,0.030533367504988442,0.030533367504988442,0.0897124371104256,0.0897124371104256,0.003661842174563674,0.002929473739650939,0.08971243711042562,0.08971243711042562,,
99,4U_1915-05,J,1225,S,2018-06-19,19 18 47.871 ,-05 14 17.09,0.6,"Iaria+2006, Chandra",2.34e+21,19.588903,0.05935695,,-0.03488622097,3.0,0.1021670563,0.3686480447,0.00617845885,19.25514079,0.05972768939,3.17e-14,1.73e-15,,8.9,1.3,1.3,Galloway+2008,3.00434795446581e+32,6.419027984289064e+31,6.419027984289064e+31,,5.93e-10,5e-12,4e-12,,Build swift XRT products,5.620120936902919e+36,1.1619180184708073e+36,1.1615700947895318e+36,,,3.17e-14,1.6395968331942748e+31,1.6395968331942748e+31,6.206097202563415e+31,6.206097202563415e+31,4.738719171081719e+34,3.790975336865375e+34,1.1609513063470361e+36,1.1609513063470361e+36,32.47775022991445,36.74974566106096,0.09279046485329528,0.09279046485329528,0.08978713972726542,0.08976025394729771,0.023701244595981878,0.023701244595981878,0.08971243711042562,0.08971243711042562,0.003661842174563674,0.002929473739650939,0.08971243711042562,0.08971243711042562,,
100,RXS_J180408.9-342058,H,804,S,2013-06-18,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,19.503082,0.20254214,,-0.04281412768,1.0,0.3361121749,0.1896648045,0.00317873974,19.35623173,0.2025890609,2.12e-14,3.95e-15,,5.8,,,Chenevez+2012,8.533020764554997e+31,3.953979593266814e+31,3.953979593266814e+31,,1.3e-13,1e-14,1e-14,,Parikh+2018,5.232512732981837e+32,2.2561607098372764e+32,2.2561607098372764e+32,,Small astrometric offset,2.12e-14,1.5898788688675581e+31,1.5898788688675581e+31,3.6202541079734737e+31,3.6202541079734737e+31,4.025009794601413e+31,4.025009794601413e+31,2.219967141681847e+32,2.219967141681847e+32,31.931102802461503,32.718710293839585,0.20124075240116845,0.20124075240116845,0.18725958188177694,0.18725958188177694,0.08091807563763416,0.08091807563763416,0.18425554391141258,0.18425554391141258,0.033407267838711674,0.033407267838711674,0.18425554391141258,0.18425554391141258,,
101,RXS_J180408.9-342058,Ks,814,S,2013-06-18,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,18.62325,0.18475345,,-0.07580345107,3.0,0.3011480258,0.1213854749,0.002034393433,18.57766734,0.1847922998,2.81e-14,4.78e-15,,5.8,,,Chenevez+2012,1.1310277522829972e+32,5.169877135243448e+31,5.169877135243448e+31,,1.3e-13,1e-14,1e-14,,Parikh+2018,5.232512732981837e+32,2.2561607098372764e+32,2.2561607098372764e+32,,Small astrometric offset,2.81e-14,1.9239546818194755e+31,1.9239546818194755e+31,4.798544360096916e+31,4.798544360096916e+31,4.025009794601413e+31,4.025009794601413e+31,2.219967141681847e+32,2.219967141681847e+32,32.05347326143783,32.718710293839585,0.19851406010347228,0.19851406010347228,0.18725958188177694,0.18725958188177694,0.07387642788247485,0.07387642788247485,0.18425554391141258,0.18425554391141258,0.033407267838711674,0.033407267838711674,0.18425554391141258,0.18425554391141258,,
102,RXS_J180408.9-342058,Ks,1160,S,2018-06-19,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,19.378094,0.21016692,,-0.06862028175,1.0,0.307716876,0.1213854749,0.002034393433,19.32532893,0.2102186646,1.41e-14,2.73e-15,,5.8,,,Chenevez+2012,5.675263810387993e+31,2.646691091558659e+31,2.646691091558659e+31,,1.3e-13,1e-14,1e-14,,Parikh+2018,5.232512732981837e+32,2.2561607098372764e+32,2.2561607098372764e+32,,"Small astrometric offset, little bit blended perhaps",1.41e-14,1.098827673926186e+31,1.098827673926186e+31,2.4078105152087726e+31,2.4078105152087726e+31,4.025009794601413e+31,4.025009794601413e+31,2.219967141681847e+32,2.219967141681847e+32,31.75398605418813,32.718710293839585,0.2025356661416304,0.2025356661416304,0.18725958188177694,0.18725958188177694,0.08408680394297004,0.08408680394297004,0.18425554391141263,0.18425554391141263,0.033407267838711674,0.033407267838711674,0.18425554391141258,0.18425554391141258,,
103,RXS_J180408.9-342058,H,1165,,2018-06-19,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,,,19.41325573,-0.06179437058,,0.2182411499,0.1896648045,0.00317873974,,,,0.0,2.0115184459039735e-14,5.8,,,Chenevez+2012,,,,8.096381446784906e+31,1.3e-13,1e-14,1e-14,,Parikh+2018,5.232512732981837e+32,2.2561607098372764e+32,2.2561607098372764e+32,,,,,,,,4.025009794601413e+31,4.025009794601413e+31,2.219967141681847e+32,2.219967141681847e+32,,32.718710293839585,,,0.18725958188177694,0.18725958188177694,,,,,0.033407267838711674,0.033407267838711674,0.18425554391141258,0.18425554391141258,31.908290960999103,
104,MAXI_J0556-332,H,2800,S,2014-05-07,05 56 46.3,-33 10 26.3,0.5,"Coriat+2011, ACTA",2.65e+20,19.272583,0.06301315,,-0.04212800133,0.0,0.2656927252,0.02590782123,0.0004342092943,19.2888028,0.06528845491,2.26e-14,1.31e-15,,46.0,15.0,15.0,Homan+2014,5.721831402898661e+33,2.6594226720471734e+33,2.6594226720471734e+33,,3e-14,2e-14,2e-14,,Thesis Bilal 2018,7.595351419776984e+33,6.156967503779922e+33,6.156967503779922e+33,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources ,2.26e-14,3.31663678663595e+32,3.31663678663595e+32,2.638660295084204e+33,2.638660295084204e+33,5.0635676131846566e+33,5.0635676131846566e+33,3.5026464094038107e+33,3.5026464094038107e+33,33.757535056917426,33.880547872489686,0.20185365666897898,0.20185365666897898,0.35204915011394844,0.35204915011394844,0.025173706694392027,0.025173706694392027,0.20027776512110065,0.20027776512110065,0.2895296546021679,0.2895296546021679,0.20027776512110063,0.20027776512110063,,
105,MAXI_J0556-332,Ks,2809,S,2014-05-07,05 56 46.3,-33 10 26.3,0.5,"Coriat+2011, ACTA",2.65e+20,19.04228,0.07614971,,0.01237944321,0.0,0.2981387434,0.01658100559,0.0002778939484,19.0133205,0.07960632379,1.88e-14,1.32e-15,,46.0,15.0,15.0,Homan+2014,4.759753556393576e+33,2.220287231246047e+33,2.220287231246047e+33,,3e-14,2e-14,2e-14,,Thesis Bilal 2018,7.595351419776984e+33,6.156967503779922e+33,6.156967503779922e+33,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources ,1.88e-14,3.341954624701873e+32,3.341954624701873e+32,2.1949917498930548e+33,2.1949917498930548e+33,5.0635676131846566e+33,5.0635676131846566e+33,3.5026464094038107e+33,3.5026464094038107e+33,33.677584467033704,33.880547872489686,0.20258580225758946,0.20258580225758946,0.35204915011394844,0.35204915011394844,0.030493016814483638,0.030493016814483638,0.20027776512110065,0.20027776512110065,0.2895296546021679,0.2895296546021679,0.20027776512110063,0.20027776512110063,,
106,RXS_J171824.2-402934,Ks,246,S,2013-06-17,17 18 24.144,-40 29 33.04,0.6,"t Zand+2005, Chandra",6.68e+21,19.06843282,0.2,18.2803005,-0.1152024719,,0.1964688843,0.4179664804,0.007005024812,18.76566881,0.2001668893,2.36e-14,4.35e-15,3.693551098005436e-14,9.0,,,"t Zand+2005, Chandra",2.2872201912485322e+32,1.0580083620942215e+32,1.0580083620942215e+32,3.579646037612805e+32,1.5e-11,5e-12,5e-12,,Thesis Bilal 2018,1.4537416469799994e+35,7.843621409605527e+34,7.843621409605527e+34,,Applied PSF but did not return error,2.36e-14,4.215850776241998e+31,4.215850776241998e+31,9.703853443791775e+31,9.703853443791775e+31,4.845805489933331e+34,4.845805489933331e+34,6.167703460037146e+34,6.167703460037146e+34,32.35930797625563,35.162487232341206,0.20089329187593266,0.20089329187593266,0.2343223435475225,0.2343223435475225,0.08005004221521801,0.08005004221521801,0.1842555439114126,0.1842555439114126,0.14476482730108392,0.14476482730108392,0.1842555439114126,0.1842555439114126,32.55384008488087,
107,RXS_J171824.2-402934,H,256,,2013-06-17,17 18 24.144,-40 29 33.04,0.6,"t Zand+2005, Chandra",6.68e+21,,,18.10829136,-0.07997835186,,0.256887114,0.6530726257,0.01094535127,,,,0.0,6.69128868867547e-14,9.0,,,"t Zand+2005, Chandra",,,,6.484936692462478e+32,1.5e-11,5e-12,5e-12,,Thesis Bilal 2018,1.4537416469799994e+35,7.843621409605527e+34,7.843621409605527e+34,,Maybe there is a source like in finderchart here but blended -> no not visible with PSF,,,,,,4.845805489933331e+34,4.845805489933331e+34,6.167703460037146e+34,6.167703460037146e+34,,35.162487232341206,,,0.2343223435475225,0.2343223435475225,,,,,0.14476482730108392,0.14476482730108392,0.1842555439114126,0.1842555439114126,32.811905740751875,
108,RXS_J171824.2-402934,J,271,,2013-06-17,17 18 24.144,-40 29 33.04,0.6,"t Zand+2005, Chandra",6.68e+21,,,18.74920245,-0.06861976538,,0.2661379611,1.052379888,0.01763765176,,,,0.0,5.052720598299371e-14,9.0,,,"t Zand+2005, Chandra",,,,4.896900242867664e+32,1.5e-11,5e-12,5e-12,,Thesis Bilal 2018,1.4537416469799994e+35,7.843621409605527e+34,7.843621409605527e+34,,Maybe there is a source like in finderchart here but blended -> no not visible with PSF,,,,,,4.845805489933331e+34,4.845805489933331e+34,6.167703460037146e+34,6.167703460037146e+34,,35.162487232341206,,,0.2343223435475225,0.2343223435475225,,,,,0.14476482730108392,0.14476482730108392,0.1842555439114126,0.1842555439114126,32.68992125688459,
109,Swift_J1922.7-1716,Ks,296,,2013-06-17,19 22 37.00,-17 17 1.1,0.61,"Barthelmy+2011, UVOT",7.38e+20,,,20.36759605,-0.04508978529,,0.03045142284,0.04617653631,0.0007739084298,,,,0.0,5.4016431710569736e-15,4.8,,,Degenaar+2012,,,,1.4890844235644456e+31,,,,,Degenaar+2012,6e+31,,,,,,,,,,,,,,,31.778151250383644,,,,,,,,,,,,,31.17291932075339,
110,Swift_J1922.7-1716,H,306,,2013-06-17,19 22 37.00,-17 17 1.1,0.61,"Barthelmy+2011, UVOT",7.38e+20,,,21.0688995,-0.07854922081,,0.0432194421,0.07215083799,0.001209231922,,,,0.0,4.377906797041071e-15,4.8,,,Degenaar+2012,,,,1.2068684681396945e+31,,,,,Degenaar+2012,6e+31,,,,Noisy,,,,,,,,,,,31.778151250383644,,,,,,,,,,,,,31.0816599406244,
111,Swift_J1922.7-1716,H,849,,2013-06-18,19 22 37.00,-17 17 1.1,0.61,"Barthelmy+2011, UVOT",7.38e+20,,,21.18076741,-0.03949304603,,0.03845015111,0.07215083799,0.001209231922,,,,0.0,3.949292927362406e-15,4.8,,,Degenaar+2012,,,,1.088711415396558e+31,,,,,Degenaar+2012,6e+31,,,,There is a source detected inside and near the edge of the larger XRT error circle with magnitude 21.24877 (see finder chart) but we assume this is not our source since it is far from the UVOT position.,,,,,,,,,,,31.778151250383644,,,,,,,,,,,,,31.0369127766244,
112,SAX_J1712.6-3739,J,619,,2013-06-18,17 12 36.77,-37 38 41.028,0.6,"Wiersema+2009, Chandra",1.13e+22,,,17.70576897,-0.0770733905,,0.1472230222,1.780223464,0.02983614744,,,,0.0,1.3209874012298986e-13,7.0,,,Cocchi+2001,,,,7.744719803694265e+32,2.5e-09,1e-09,1e-09,,Thesis Bilal 2018,1.465706598806995e+37,8.546464669600909e+36,8.546464669600909e+36,,S1 and S2 are named here in accordance with this paper ,,,,,,5.862826395227981e+36,5.862826395227981e+36,6.21846645147778e+36,6.21846645147778e+36,,37.166047043107426,,,0.25323502321746244,0.25323502321746244,,,,,0.1737177927613007,0.1737177927613007,0.1842555439114126,0.1842555439114126,32.88900571003445,
113,SAX_J1712.6-3739,H,634,S1,2013-06-18,17 12 36.77,-37 38 41.028,0.6,"Wiersema+2009, Chandra",1.13e+22,16.985981,0.12083173,,-1.972387419,0.0,0.1929816806,1.104748603,0.01851533972,18.25067628,0.1800207958,5.87e-14,9.68e-15,,7.0,,,Cocchi+2001,3.4414790939988245e+32,1.5665123250887076e+32,1.5665123250887076e+32,,2.5e-09,1e-09,1e-09,,Thesis Bilal 2018,1.465706598806995e+37,8.546464669600909e+36,8.546464669600909e+36,,systematic magnitude offset but is fixed with calibration,5.87e-14,5.675215950580684e+31,5.675215950580684e+31,1.4600959228069827e+32,1.4600959228069827e+32,5.862826395227981e+36,5.862826395227981e+36,6.21846645147778e+36,6.21846645147778e+36,32.536745135683006,37.166047043107426,0.19768466988679342,0.19768466988679342,0.25323502321746244,0.25323502321746244,0.07161789752680539,0.07161789752680539,0.18425554391141258,0.18425554391141258,0.1737177927613007,0.1737177927613007,0.1842555439114126,0.1842555439114126,,
114,SAX_J1712.6-3739,Ks,644,S1,2013-06-18,17 12 36.77,-37 38 41.028,0.6,"Wiersema+2009, Chandra",1.13e+22,17.231106,0.15447854,,-1.073304717,0.0,0.1377123385,0.7070391061,0.01184981742,17.59737183,0.1549996982,6.93e-14,9.86e-15,,7.0,,,Cocchi+2001,4.0629386918929904e+32,1.818107555993981e+32,1.818107555993981e+32,,2.5e-09,1e-09,1e-09,,Thesis Bilal 2018,1.465706598806995e+37,8.546464669600909e+36,8.546464669600909e+36,,systematic magnitude offset but is fixed with calibration,6.93e-14,5.780746825694789e+31,5.780746825694789e+31,1.7237589003496408e+32,1.7237589003496408e+32,5.862826395227981e+36,5.862826395227981e+36,6.21846645147778e+36,6.21846645147778e+36,32.60884026904719,37.166047043107426,0.19434063345585664,0.19434063345585664,0.25323502321746244,0.25323502321746244,0.061791393817692095,0.061791393817692095,0.18425554391141263,0.18425554391141263,0.1737177927613007,0.1737177927613007,0.1842555439114126,0.1842555439114126,,
115,MAXI_J1421-613,Ks,3675,,2014-05-10,14 21 37.2,-61 36 25.4,0.3,"Coriat+2014, ACTA",1.66e+22,,,18.28987014,-0.05212641034,,0.2124971315,1.038659218,0.01740769639,,,,0.0,3.661139318948344e-14,3.0,,,Nobukawa+2020,,,,3.9424820024823693e+31,,,,8.1e-14,Chakrabarty+2014,,,,8.722449881879995e+31,2 other sources within XRT error circle but not within ACTA error circle,,,,,,,,,,,,,,,,,,,,,,,,31.59576971944154,31.94063848272485
116,MAXI_J1421-613,H,3684,,2014-05-10,14 21 37.2,-61 36 25.4,0.3,"Coriat+2014, ACTA",1.66e+22,,,18.48199152,-0.03962194253,,0.3187259825,1.622905028,0.02719952561,,,,0.0,4.74274422035694e-14,3.0,,,Nobukawa+2020,,,,5.107203551190052e+31,,,,8.1e-14,Chakrabarty+2014,,,,8.722449881879995e+31,,,,,,,,,,,,,,,,,,,,,,,,,31.70818316731255,31.94063848272485
117,SAX_J1806.5-2215,Ks,729,S,2013-06-18,18 06 32.177,-22 14 17.20,0.6,"Chakrabarty+2011, Chandra",9.97e+21,17.85493,0.1640725,,-0.1498871037,0.0,0.1217522666,0.6238212291,0.0104551044,17.38099673,0.1644635352,8.75e-14,1.6812197952677097e-14,,8.0,,,Cornelisse+2002,6.700373023117693e+32,3.120659090639185e+32,3.120659090639185e+32,,3.5e-09,7e-10,7e-10,,Thesis Bilal 2018,2.680149209247077e+37,1.2571014089730792e+37,1.2571014089730792e+37,,,8.75e-14,1.2874056871020815e+32,1.2874056871020815e+32,2.8427275206755574e+32,2.8427275206755574e+32,5.360298418494154e+36,5.360298418494154e+36,1.1370910082702228e+37,1.1370910082702228e+37,32.826098981413075,37.42815897274104,0.20227008530566878,0.20227008530566878,0.20370216823233633,0.20370216823233633,0.08344508342300354,0.08344508342300354,0.1842555439114126,0.1842555439114126,0.08685889638065035,0.08685889638065035,0.1842555439114126,0.1842555439114126,,
119,SAX_J1806.5-2215,Ks,3433,S,2014-05-09,18 06 32.177,-22 14 17.20,0.6,"Chakrabarty+2011, Chandra",9.97e+21,13.29678744,0.2,,-4.327904689,1.0,0.1756860871,0.6238212291,0.0104551044,17.0008709,0.2,1.2e-13,2.21e-14,,8.0,,,Cornelisse+2002,9.189083003132836e+32,4.250061266891004e+32,4.250061266891004e+32,,3.5e-09,7e-10,7e-10,,Thesis Bilal 2018,2.680149209247077e+37,1.2571014089730792e+37,1.2571014089730792e+37,,Applied psf but returned no error so took 0.2 as error & Magnitude offset but fixed after 2MASS calibration,1.2e-13,1.6923227864102975e+32,1.6923227864102975e+32,3.8985977426407634e+32,3.8985977426407634e+32,5.360298418494154e+36,5.360298418494154e+36,1.1370910082702228e+37,1.1370910082702228e+37,32.96327217443839,37.42815897274104,0.20086641456304455,0.20086641456304455,0.20370216823233633,0.20370216823233633,0.07998256708384888,0.07998256708384888,0.1842555439114126,0.1842555439114126,0.08685889638065035,0.08685889638065035,0.1842555439114126,0.1842555439114126,,
120,XTE_J1728-295,Ks,3784,,2014-05-10,17 28 38.853,-29 21 43.181,0.15,"Van den Eijnden+2019, VLA",4.49e+21,,,17.63468416,-0.1300814387,,0.2014702913,0.2809385475,0.004708467276,,,,0.0,6.694076136573206e-14,8.0,,,,,,,5.1260351040218305e+32,,,,6e-13,Stoop+2021,,,,4.594541501566418e+33,,,,,,,,,,,,,,,,,,,,,,,,,32.709781575986106,33.662242178774406
121,XTE_J1901+014,Ks,3803,,2014-05-10,19 1 40.2 ,1 26 26.5,0.64,"Karasev+2012, Chandra",8.49e+21,,,19.39027184,-0.05003659848,,0.06984542922,0.5312178771,0.008903092912,,,,0.0,1.3287876271966864e-14,8.0,,,,,,,1.0175283166538569e+32,1.01e-10,,,,Karasev+2008,7.734144860970137e+35,4.018779555689403e+35,4.018779555689403e+35,,,,,,,,2.3202434582910412e+35,2.3202434582910412e+35,3.2813197667226432e+35,3.2813197667226432e+35,,35.88841230217341,,,0.2256660324309703,0.2256660324309703,,,,,0.13028834457097555,0.13028834457097555,0.1842555439114126,0.1842555439114126,32.0075465039861,
122,GX_9+9,Ks,1128,S2,2018-06-19,17 31 44.17464,-16 57 40.8852,1.0,"Cutri+2003, 2MASS",1.9e+21,14.16522,0.004716806,,-0.03058549083,3.0,0.2151402044,0.1188826816,0.001992447177,14.07692287,0.007736478678,1.77e-12,7.7e-15,,10.0,,,Savolainen+2008,2.117796473378271e+34,8.985521810581955e+33,8.985521810581955e+33,,9.29e-09,2.5e-11,2.5e-11,,Build swift XRT products,1.1115440247279175e+38,4.715976769535815e+37,4.715976769535815e+37,,,1.77e-12,9.213012906786828e+31,9.213012906786828e+31,8.985049484992386e+33,8.985049484992386e+33,2.9912379567489705e+35,2.9912379567489705e+35,4.715881904834987e+37,4.715881904834987e+37,34.32588422076868,38.04592666840052,0.1842652298467605,0.1842652298467605,0.18425925039673216,0.18425925039673216,0.00188930367833618,0.00188930367833618,0.18425554391141258,0.18425554391141258,0.001168714967446856,0.001168714967446856,0.18425554391141258,0.18425554391141258,,
123,GX_9+9,H,1133,S2,2018-06-19,17 31 44.17464,-16 57 40.8852,1.0,"Cutri+2003, 2MASS",1.9e+21,14.299405,0.0032916737,,0.02248540416,3.0,0.2718857868,0.1857541899,0.003113198714,14.09116517,0.007979178073,2.71e-12,8.2e-15,,10.0,,,Savolainen+2008,3.2425019451158837e+34,1.3757120543075191e+34,1.3757120543075191e+34,,9.29e-09,2.5e-11,2.5e-11,,Build swift XRT products,1.1115440247279175e+38,4.715976769535815e+37,4.715976769535815e+37,,,2.71e-12,9.811260498136623e+31,9.811260498136623e+31,1.3756770680412072e+34,1.3756770680412072e+34,2.9912379567489705e+35,2.9912379567489705e+35,4.715881904834987e+37,4.715881904834987e+37,34.51088024528128,38.04592666840052,0.1842602299047162,0.1842602299047162,0.18425925039673216,0.18425925039673216,0.0013141013843567027,0.0013141013843567027,0.1842555439114126,0.1842555439114126,0.001168714967446856,0.001168714967446856,0.18425554391141258,0.18425554391141258,,
124,GX_9+9,J,1138,S2,2018-06-19,17 31 44.17464,-16 57 40.8852,1.0,"Cutri+2003, 2MASS",1.9e+21,14.78176,0.0034352895,,-0.02657166192,3.0,0.2953529767,0.2993296089,0.005016697357,14.50900188,0.006989385784,2.51e-12,7.94e-15,,10.0,,,Savolainen+2008,3.0032029085759664e+34,1.2741865016855019e+34,1.2741865016855019e+34,,9.29e-09,2.5e-11,2.5e-11,,Build swift XRT products,1.1115440247279175e+38,4.715976769535815e+37,4.715976769535815e+37,,,2.51e-12,9.500171750634731e+31,9.500171750634731e+31,1.2741510851599373e+34,1.2741510851599373e+34,2.9912379567489705e+35,2.9912379567489705e+35,4.715881904834987e+37,4.715881904834987e+37,34.47758467588791,38.04592666840052,0.18426066551061487,0.18426066551061487,0.18425925039673216,0.18425925039673216,0.0013738239786102867,0.0013738239786102867,0.1842555439114126,0.1842555439114126,0.001168714967446856,0.001168714967446856,0.18425554391141258,0.18425554391141258,,
125,4U_1702-429,Ks,1096,S,2018-06-19,17 06 15.314,-43 02 08.69,0.6,"Wachter+2005, Chandra",9.95e+21,16.90177542,0.009477545574,,-0.177707433,,0.196483261,0.6225698324,0.01043413127,16.45691302,0.01449229989,1.98e-13,2.64e-15,,5.46,0.19,0.19,Galloway+2008,7.062548286136272e+32,3.600967405422991e+31,3.600967405422991e+31,,2.02e-09,2.6e-11,2.6e-11,,Build swift XRT products,7.205226029290541e+36,3.665149175775631e+35,3.665149175775631e+35,,Applied psf,1.98e-13,9.416731048181696e+30,9.416731048181696e+30,3.475660803153969e+31,3.475660803153969e+31,9.27405330502743e+34,9.27405330502743e+34,3.5458761729146565e+35,3.5458761729146565e+35,32.84896143007788,36.857647609262976,0.022143286110461853,0.022143286110461853,0.022091660357646533,0.022091660357646533,0.0057905930920433574,0.0057905930920433574,0.021372743188747493,0.021372743188747493,0.00558992897499235,0.00558992897499235,0.021372743188747496,0.021372743188747496,,
126,4U_1702-429,H,1102,S,2018-06-19,17 06 15.314,-43 02 08.69,0.6,"Wachter+2005, Chandra",9.95e+21,17.55600686,0.2,,-0.2386764269,,0.1763535398,0.9727653631,0.01630333011,16.82191792,0.2,2.19e-13,4.03e-14,,5.46,0.19,0.19,Galloway+2008,7.811606437696181e+32,1.487995136236793e+32,1.487995136236793e+32,,2.02e-09,2.6e-11,2.6e-11,,Build swift XRT products,7.205226029290541e+36,3.665149175775631e+35,3.665149175775631e+35,,Applied psf. fit does not look great. no error returned so took error of 0.2 ,2.19e-13,1.4374782622792516e+32,1.4374782622792516e+32,3.844291494397573e+31,3.844291494397573e+31,9.27405330502743e+34,9.27405330502743e+34,3.5458761729146565e+35,3.5458761729146565e+35,32.89274035465647,36.857647609262976,0.08272665576801687,0.08272665576801687,0.022091660357646533,0.022091660357646533,0.07991811698950249,0.07991811698950249,0.021372743188747496,0.021372743188747496,0.00558992897499235,0.00558992897499235,0.021372743188747496,0.021372743188747496,,
127,4U_1702-429,J,1108,S,2018-06-19,17 06 15.314,-43 02 08.69,0.6,"Wachter+2005, Chandra",9.95e+21,18.95134346,0.03104358061,,-0.06078711479,,0.1927876064,1.567541899,0.02627165195,17.44458867,0.04072530327,1.68e-13,6.3e-15,,5.46,0.19,0.19,Galloway+2008,5.992465212479261e+32,3.7076491969273796e+31,3.7076491969273796e+31,,2.02e-09,2.6e-11,2.6e-11,,Build swift XRT products,7.205226029290541e+36,3.665149175775631e+35,3.665149175775631e+35,,Applied psf,1.68e-13,2.2471744546797227e+31,2.2471744546797227e+31,2.9490455299488226e+31,2.9490455299488226e+31,9.27405330502743e+34,9.27405330502743e+34,3.5458761729146565e+35,3.5458761729146565e+35,32.77760552154221,36.857647609262976,0.026870603832715306,0.026870603832715306,0.022091660357646533,0.022091660357646533,0.01628604307137194,0.01628604307137194,0.021372743188747493,0.021372743188747493,0.00558992897499235,0.00558992897499235,0.021372743188747496,0.021372743188747496,,
